Loai phong,Ngay dang,Gia phong,Dien tich,Suc chua,Dien,Nuoc,May lanh,WC rieng,Cho de xe,Wifi,Tu do,Khong chung chu,Tu lanh,May giat,Bao ve,Giuong ngu,Nau an,Tivi,Thu cung,Tu quan ao,Cua so,May nuoc nong,Gac lung,Quan,Nam,Nu
Phòng cho thuê,2020-07-03,2200000.0,16.0,4.0,3000.0,40000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-04,4500000.0,32.0,4.0,3000.0,48000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-07-04,8500000.0,40.0,4.0,3800.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-03,1350000.0,30.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,0,1
Phòng cho thuê,2020-07-03,6000000.0,30.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-03,4100000.0,40.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Phòng cho thuê,2020-07-03,3500000.0,25.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Phòng cho thuê,2020-07-03,6800000.0,40.0,4.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Phòng cho thuê,2020-07-03,4100000.0,35.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-07-03,5300000.0,30.0,4.0,3500.0,96000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-03,4500000.0,20.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-07-03,6000000.0,35.0,2.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Bình Chánh,1,1
Phòng cho thuê,2020-07-03,2000000.0,90.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 4,1,1
Phòng cho thuê,2020-07-03,3300000.0,22.0,2.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Phòng cho thuê,2020-07-03,6000000.0,30.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-03,4100000.0,40.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-07-03,3500000.0,25.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Phòng cho thuê,2020-07-03,6800000.0,40.0,4.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-07-03,5500000.0,20.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-03,2200000.0,22.0,6.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-07-03,4300000.0,25.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-03,4500000.0,25.0,3.0,3900.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-03,4000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2020-07-03,5200000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2020-07-03,3500000.0,35.0,3.0,3900.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Nhà nguyên căn,2020-07-03,2500000.0,25.0,4.0,3000.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 9,1,1
Phòng cho thuê,2020-07-03,6500000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-03,3300000.0,20.0,3.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-03,5500000.0,20.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng ở ghép,2020-07-03,1750000.0,20.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,0,1
Căn hộ,2020-07-03,11000000.0,27.0,2.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-07-03,5500000.0,18.0,1.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Phòng cho thuê,2020-07-03,6300000.0,24.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-07-03,5500000.0,71.0,2.0,3171.6048239853935,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,0,1
Căn hộ,2020-07-03,1500000.0,15.0,2.0,50000.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-07-03,4200000.0,22.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-07-03,8500000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-03,10200000.0,45.0,4.0,4000.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng ở ghép,2020-07-03,1200000.0,20.0,2.0,50000.0,40000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,0,1
Căn hộ,2020-07-03,7000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2020-07-03,6000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-03,3300000.0,28.0,1.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-07-03,4000000.0,22.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-03,6500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-03,8500000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2020-07-03,8500000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-03,8500000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-03,10200000.0,45.0,4.0,4000.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-07-03,1200000.0,20.0,2.0,50000.0,40000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,0,1
Phòng cho thuê,2020-07-03,5500000.0,30.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Căn hộ,2020-07-02,6500000.0,30.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Căn hộ,2020-07-02,1500000.0,25.0,2.0,200000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,0,1
Căn hộ,2020-07-02,5500000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-07-02,3500000.0,25.0,2.0,3700.0,6000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-07-02,4300000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-02,4100000.0,30.0,2.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-07-02,6500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-02,4300000.0,25.0,4.0,3500.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-02,3500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-02,3900000.0,30.0,3.0,3700.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-07-02,7000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2020-07-02,6000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-02,7000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-02,7000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-02,8000000.0,40.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-07-02,8000000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-02,6500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-02,4300000.0,25.0,4.0,3500.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-02,3500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-02,3600000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-07-02,3700000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-07-02,1600000.0,25.0,6.0,-1000.0,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Ký túc xá,2020-07-02,3500000.0,20.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-02,1400000.0,4.0,2.0,3500.0,60000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 12,1,0
Ký túc xá,2020-07-02,5000000.0,40.0,4.0,3900.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-02,4800000.0,25.0,4.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-02,15000000.0,30.0,6.0,3000.0,18000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 9,1,1
Phòng cho thuê,2020-07-02,1600000.0,30.0,6.0,-1000.0,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-02,5000000.0,22.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-02,3000000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-02,6000000.0,40.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-02,3600000.0,30.0,5.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Ký túc xá,2020-07-02,1700000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Ký túc xá,2020-07-02,4500000.0,30.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-02,1220000.0,60.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Ký túc xá,2020-07-02,2000000.0,30.0,3.0,3500.0,60000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-07-02,3200000.0,20.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thủ Đức,1,1
Phòng cho thuê,2020-07-02,3000000.0,32.0,3.0,4000.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Tân,1,1
Phòng cho thuê,2020-07-02,4000000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Ký túc xá,2020-07-02,4200000.0,30.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Ký túc xá,2020-07-02,3200000.0,25.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-02,3600000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-07-02,1700000.0,25.0,8.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng ở ghép,2020-07-02,1800000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2020-07-02,1500000.0,25.0,0.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 12,0,1
Phòng cho thuê,2020-07-02,1700000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2020-07-01,5000000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-01,4000000.0,24.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,4200000.0,25.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Ký túc xá,2020-07-02,1700000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Ký túc xá,2020-07-02,1300000.0,35.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-02,5000000.0,40.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-02,4500000.0,30.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng ở ghép,2020-07-01,1600000.0,25.0,1.0,3500.0,70000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,0,1
Phòng cho thuê,2020-07-01,3500000.0,20.0,2.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-01,6000000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-07-01,4000000.0,24.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,4200000.0,25.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,3500000.0,22.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,4500000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-01,3500000.0,20.0,3.0,3500.0,96000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-01,6375000.0,35.0,4.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-01,5500000.0,30.0,4.0,3500.0,96000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,3500000.0,16.0,3.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Phòng cho thuê,2020-07-01,4500000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,5500000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,3500000.0,22.0,3.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,4200000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,5200000.0,20.22,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-01,3800000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Phòng cho thuê,2020-07-01,6300000.0,30.0,5.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-07-01,3500000.0,30.0,3.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,1
Căn hộ,2020-07-01,4000000.0,22.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Ký túc xá,2020-07-01,4000000.0,24.0,5.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Ký túc xá,2020-07-01,1700000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Ký túc xá,2020-07-01,1800000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Ký túc xá,2020-07-01,1700000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Ký túc xá,2020-07-01,1600000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2020-07-01,4000000.0,18.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Ký túc xá,2020-07-01,3000000.0,18.0,4.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Ký túc xá,2020-07-01,4800000.0,25.0,5.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng ở ghép,2020-07-01,4800000.0,20.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-07-01,6500000.0,24.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-01,4500000.0,20.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-01,4700000.0,38.0,4.0,3500.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng ở ghép,2020-07-01,1600000.0,22.0,2.0,100000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,0,1
Căn hộ,2020-07-01,5000000.0,20.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-07-01,3500000.0,28.0,3.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Phòng cho thuê,2020-07-01,1700000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2020-07-01,1500000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng ở ghép,2020-07-01,2500000.0,100.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,0,1
Phòng cho thuê,2020-07-01,6500000.0,24.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-06-30,3500000.0,18.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-06-30,5600000.0,26.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-06-30,4600000.0,30.0,4.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng ở ghép,2020-06-30,2000000.0,12.0,2.0,150000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thủ Đức,0,1
Phòng cho thuê,2020-07-01,15000000.0,80.0,4.0,3500.0,99359.45745573718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,1
Căn hộ,2020-07-01,3500000.0,20.0,4.0,2800.0,24000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-06-30,15000000.0,50.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-06-30,1000000.0,20.0,4.0,3000.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,0
Phòng cho thuê,2020-06-30,3800000.0,20.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-06-30,3500000.0,18.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-06-30,5600000.0,26.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-06-30,4600000.0,30.0,4.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-06-30,10000000.0,45.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-06-30,10000000.0,45.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-06-30,3500000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-06-30,4200000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Ký túc xá,2020-06-30,5500000.0,32.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Nhà nguyên căn,2020-06-30,5500000.0,30.0,4.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
